EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,DELO18,DELO18_FLAG_W,BARIUM,BARIUM_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,O/OO,,UM/KG,
  32H120030721,   CAA,   211, 23, 264861,      8,2,20030731,1501, 75.3115, -67.0020,  422,     44.0,  -1.4040,  33.4980,  33.5407,2,   -999.0,9,     4.54,2,     6.02,2,     0.14,2,     0.78,2,     0.31,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.99,2,    51.20,2
  32H120030721,   CAA,   211, 23, 264860,      7,2,20030731,1501, 75.3115, -67.0020,  422,     56.2,  -1.4570,  33.5675,  33.5843,2,    307.5,2,     6.47,2,     7.80,2,     0.16,2,     0.87,2,     0.12,2, -999.000,9, -999.000,9, -999.000,9,   2129.5,2,   2252.9,2,    -0.88,2,    51.10,2
  32H120030721,   CAA,   211, 23, 264859,      6,2,20030731,1501, 75.3115, -67.0020,  422,     90.1,  -1.1840,  33.6520,  33.7580,2,   -999.0,9,    10.74,2,    11.77,2,     0.02,2,     1.06,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2145.4,2,   2239.0,2,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   211, 23, 264858,      5,2,20030731,1501, 75.3115, -67.0020,  422,    147.6,   0.5745,  33.8985,  33.9622,2,   -999.0,9,    15.01,2,    14.60,2,     0.01,2,     1.19,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   211, 23, 264857,      4,2,20030731,1501, 75.3115, -67.0020,  422,    248.5,   1.7275,  34.2200,  34.2305,2,    228.1,2,    19.14,2,    16.47,2,     0.00,2,     1.27,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2176.1,2,   2266.8,2,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   211, 23, 264856,      3,2,20030731,1501, 75.3115, -67.0020,  422,    349.9,   2.0060,  34.4130,  34.4177,2,   -999.0,9,    23.27,2,    17.41,2,     0.01,2,     1.31,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2188.6,2,   2277.2,2,    -0.24,2,    52.60,2
  32H120030721,   CAA,   211, 23, 264855,      2,2,20030731,1501, 75.3115, -67.0020,  422,    413.3,   1.8347,  34.4810,  34.4853,2,   -999.0,9,    27.68,2,    17.79,2,     0.02,2,     1.34,2,     0.06,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   211, 23, 264854,      1,2,20030731,1501, 75.3115, -67.0020,  422,    415.0,   1.8340,  34.4816,  34.4851,2,   -999.0,9,    27.69,2,    17.73,2,     0.03,2,     1.34,2,     0.05,2, -999.000,9, -999.000,9, -999.000,9,   2193.8,2,   2276.8,2,    -0.17,2,    54.70,2
  32H120030721,   CAA,   212, 24, 264873,     10,2,20030731,1713, 75.5327, -67.0010,  394,     14.2,   2.4270,  32.8870,  32.9564,2,   -999.0,9,    -0.25,2,     0.13,2,     0.01,2,     0.31,2,     0.04,2, -999.000,9, -999.000,9, -999.000,9,   2026.1,2,   2209.5,2,    -1.16,2,    49.40,2
  32H120030721,   CAA,   212, 24, 264872,      9,2,20030731,1713, 75.5327, -67.0010,  394,     25.1,  -1.2330,  33.4565,  33.4362,2,   -999.0,9,     1.18,2,     2.65,2,     0.09,2,     0.54,2,      0.2,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.87,2,    51.80,2
  32H120030721,   CAA,   212, 24, 264871,      8,2,20030731,1713, 75.5327, -67.0010,  394,     34.5,  -1.2770,  33.5235,  33.5193,2,    327.2,2,     3.65,2,     6.11,2,     0.18,2,     0.76,2,     0.51,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.93,2,    49.00,2
  32H120030721,   CAA,   212, 24, 264870,      7,2,20030731,1713, 75.5327, -67.0010,  394,     82.9,  -0.8480,  33.6840,  33.6950,2,    286.8,2,     8.87,2,    10.64,2,     0.04,2,     1.00,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   2139.7,2,   2248.5,2,    -0.83,2,    51.50,2
  32H120030721,   CAA,   212, 24, 264869,      6,2,20030731,1713, 75.5327, -67.0010,  394,    135.9,   0.4985,  33.8925,  33.9015,2,   -999.0,9,    14.10,2,    13.95,2,     0.01,2,     1.16,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,    52.30,2
  32H120030721,   CAA,   212, 24, 264868,      5,2,20030731,1713, 75.5327, -67.0010,  394,    174.3,   0.9625,  34.0070,  34.0314,2,    239.5,2,    16.27,2,    15.12,2,     0.01,2,     1.22,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2173.0,2,   2255.2,2,  -999.00,9,    52.50,2
  32H120030721,   CAA,   212, 24, 264867,      4,2,20030731,1713, 75.5327, -67.0010,  394,    256.2,   1.8275,  34.2670,  34.3182,2,   -999.0,9,    20.47,2,    16.84,2,     0.01,2,     1.30,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,    52.00,2
  32H120030721,   CAA,   212, 24, 264866,      3,2,20030731,1713, 75.5327, -67.0010,  394,    308.6,   1.9930,  34.3960,  34.3938,2,   -999.0,9,    22.35,2,    17.17,2,     0.00,2,     1.32,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2193.3,2,   2275.7,2,  -999.00,9,    53.00,2
  32H120030721,   CAA,   212, 24, 264865,      2,2,20030731,1713, 75.5327, -67.0010,  394,    383.0,   1.8500,  34.4830,  34.4799,2,   -999.0,9,    26.84,2,    17.48,2,     0.03,2,     1.34,2,     0.04,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,    54.90,2
  32H120030721,   CAA,   212, 24, 264864,      1,2,20030731,1713, 75.5327, -67.0010,  394,    387.2,   1.8500,  34.4830,  34.4831,2,    214.2,2,    27.12,2,    17.70,2,     0.03,2,     1.34,2,     0.04,2, -999.000,9, -999.000,9, -999.000,9,   2194.9,2,   -999.0,9,    -0.20,2,    55.60,2
  32H120030721,   CAA,   213, 26, 264885,     12,2,20030731,1914, 75.7007, -67.0053,  448,     13.8,   3.4440,  32.6105,  32.6300,2,   -999.0,9,     0.07,2,     0.02,2,    -0.01,2,     0.27,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2007.6,2,   2191.9,2,    -1.21,2,    50.50,2
  32H120030721,   CAA,   213, 26, 264884,     11,2,20030731,1914, 75.7007, -67.0053,  448,     21.0,   0.6140,  33.0115,  32.8668,2,    365.2,2,     0.21,2,     0.12,2,     0.00,2,     0.24,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.18,2,    48.50,2
  32H120030721,   CAA,   213, 26, 264883,     10,2,20030731,1914, 75.7007, -67.0053,  448,     34.9,  -1.1150,  33.3955,  33.4345,2,    335.7,2,     5.00,2,     5.71,2,     0.13,2,     0.65,2,     0.05,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.91,2,    51.70,2
  32H120030721,   CAA,   213, 26, 264882,      9,2,20030731,1914, 75.7007, -67.0053,  448,     43.9,  -1.1615,  33.4605,  33.4577,2,   -999.0,9,     6.73,2,     8.20,2,     0.20,2,     0.80,2,     0.08,2, -999.000,9, -999.000,9, -999.000,9,   2111.2,2,   -999.0,2,    -0.94,2,    50.20,2
  32H120030721,   CAA,   213, 26, 264881,      8,2,20030731,1914, 75.7007, -67.0053,  448,     96.1,  -0.1140,  33.6890,  33.6719,2,   -999.0,9,    10.79,2,    11.64,2,     0.03,2,     1.02,2,        0,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   213, 26, 264880,      7,2,20030731,1914, 75.7007, -67.0053,  448,    136.5,  -0.0165,  33.8210,  33.7930,2,   -999.0,9,    12.81,2,    12.82,2,     0.01,2,     1.10,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   213, 26, 264879,      6,2,20030731,1914, 75.7007, -67.0053,  448,    203.0,   1.0895,  34.0415,  34.0370,2,   -999.0,9,    17.16,2,    15.44,2,     0.00,2,     1.23,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   213, 26, 264878,      5,2,20030731,1914, 75.7007, -67.0053,  448,    259.0,   1.6455,  34.1910,  34.1965,2,    227.7,2,    19.33,2,    16.33,2,     0.00,2,     1.27,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2181.0,2,   2266.6,2,    -0.28,2,    55.10,2
  32H120030721,   CAA,   213, 26, 264877,      4,2,20030731,1914, 75.7007, -67.0053,  448,    282.9,   1.6760,  34.2340,  34.2379,2,   -999.0,9,    19.90,2,    16.60,2,     0.00,2,     1.28,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   213, 26, 264876,      3,2,20030731,1914, 75.7007, -67.0053,  448,    309.1,   1.8510,  34.3160,  34.3022,2,   -999.0,9,    21.20,2,    16.88,2,     0.00,2,     1.30,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   213, 26, 264875,      2,2,20030731,1914, 75.7007, -67.0053,  448,    360.3,   1.9570,  34.4020,  34.3883,2,   -999.0,9,    23.07,2,    17.33,2,     0.00,2,     1.32,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   213, 26, 264874,      1,2,20030731,1914, 75.7007, -67.0053,  448,    439.7,   1.8605,  34.4630,  34.4617,2,    207.5,2,    27.71,2,    17.99,2,     0.01,2,     1.36,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2204.6,2,   2276.6,2,    -0.16,2,    56.00,2
  32H120030721,   CAA,   214, 28, 264891,      6,2,20030731,2126, 75.8353, -67.0268,  117,     12.0,   3.4010,  30.2980,  29.1582,3,   -999.0,9,     1.48,2,     0.06,2,     0.00,2,     0.12,2,     0.04,2, -999.000,9, -999.000,9, -999.000,9,   1753.2,2,   1952.1,2,    -2.43,3,    48.70,2
  32H120030721,   CAA,   214, 28, 264890,      5,2,20030731,2126, 75.8353, -67.0268,  117,     29.8,   3.5335,  32.2210,  32.1145,2,    350.4,2,     1.17,2,     0.39,2,     0.01,2,     0.24,2,     0.07,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.44,2,    51.90,2
  32H120030721,   CAA,   214, 28, 264889,      4,2,20030731,2126, 75.8353, -67.0268,  117,     47.0,  -0.2350,  32.9840,  32.7287,2,    358.3,2,     2.47,2,     2.42,2,     0.04,2,     0.42,2,     0.33,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.28,2,    55.50,2
  32H120030721,   CAA,   214, 28, 264888,      3,2,20030731,2126, 75.8353, -67.0268,  117,     63.9,  -0.8860,  33.2325,  33.2040,2,   -999.0,9,     4.49,2,     5.40,2,     0.10,2,     0.68,2,     0.71,2, -999.000,9, -999.000,9, -999.000,9,   2069.7,2,   2212.8,2,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   214, 28, 264887,      2,2,20030731,2126, 75.8353, -67.0268,  117,     87.5,  -1.0435,  33.3335,  33.3254,2,   -999.0,9,     5.78,2,     6.77,2,     0.12,2,     0.75,2,     0.59,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.13,2,    53.60,2
  32H120030721,   CAA,   214, 28, 264886,      1,2,20030731,2126, 75.8353, -67.0268,  117,    109.5,  -0.9285,  33.4950,  33.4449,2,    305.2,2,     7.51,2,     8.39,2,     0.11,2,     0.83,2,      0.3,2, -999.000,9, -999.000,9, -999.000,9,   2106.9,2,   2226.8,2,    -1.00,2,    53.90,2
  32H120030721,   CAA,   301, 39, 264900,      9,2,20030802,2349, 78.3315, -72.9142,  120,     16.4,   1.9715,  32.4231,  32.4231,2,    348.5,2,     3.86,2,     2.28,2,     0.18,2,     0.61,2,     0.35,2, -999.000,9, -999.000,9, -999.000,9,   2022.7,2,   2218.7,2,    -1.52,2,    57.30,2
  32H120030721,   CAA,   301, 39, 264899,      8,2,20030802,2349, 78.3315, -72.9142,  120,     27.0,   1.1660,  32.4936,  32.4936,2,   -999.0,9,     4.30,2,     2.46,2,     0.17,2,     0.65,2,     0.41,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.55,2,    56.00,2
  32H120030721,   CAA,   301, 39, 264898,      7,2,20030802,2349, 78.3315, -72.9142,  120,     37.8,   0.4395,  32.7326,  32.7326,2,   -999.0,9,     5.32,2,     3.39,2,     0.17,2,     0.71,2,     0.59,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.36,2,    59.00,2
  32H120030721,   CAA,   301, 39, 264897,      6,2,20030802,2349, 78.3315, -72.9142,  120,     47.6,   0.2710,  32.8125,  32.8125,2,   -999.0,9,     5.45,2,     3.62,2,     0.16,2,     0.72,2,     0.66,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.43,2,    58.10,2
  32H120030721,   CAA,   301, 39, 264896,      5,2,20030802,2349, 78.3315, -72.9142,  120,     62.8,  -0.2010,  33.2263,  33.2263,2,    333.4,2,     6.18,2,     4.38,2,     0.17,2,     0.77,2,     1.06,2, -999.000,9, -999.000,9, -999.000,9,   2087.3,2,   2226.5,2,    -1.23,2,    56.30,2
  32H120030721,   CAA,   301, 39, 264895,      4,2,20030802,2349, 78.3315, -72.9142,  120,     77.4,  -0.4350,  33.3338,  33.3338,2,   -999.0,9,     6.61,2,     4.72,2,     0.17,2,     0.80,2,     1.15,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.07,2,    57.80,2
  32H120030721,   CAA,   301, 39, 264894,      3,2,20030802,2349, 78.3315, -72.9142,  120,     97.6,  -0.6185,  33.4639,  33.4639,2,    323.2,2,     7.63,2,     5.75,2,     0.18,2,     0.87,2,     1.23,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.11,2,    54.60,2
  32H120030721,   CAA,   301, 39, 264893,      2,2,20030802,2349, 78.3315, -72.9142,  120,    113.2,  -0.7270,  33.4854,  33.4854,2,   -999.0,9,     7.19,2,     5.55,2,     0.17,2,     0.85,2,     1.18,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.10,2,    57.60,2
  32H120030721,   CAA,   301, 39, 264892,      1,2,20030802,2349, 78.3315, -72.9142,  120,    121.0,  -0.7515,  33.5859,  33.5859,2,    312.0,2,     8.50,2,     6.92,2,     0.18,2,     0.91,2,     1.08,2, -999.000,9, -999.000,9, -999.000,9,   2120.8,2,   2250.7,2,    -1.00,2,    53.20,2
  32H120030721,   CAA,   302, 40, 264913,     13,2,20030803,0423, 78.3390, -73.3762,  490,     16.0,   3.2355,  31.7278,  31.7278,2,   -999.0,9,     1.27,2,     0.17,2,    -0.01,2,     0.34,2,     0.07,2, -999.000,9, -999.000,9, -999.000,9,   1940.2,2,   2160.6,2,    -1.88,2,    58.50,2
  32H120030721,   CAA,   302, 40, 264912,     12,2,20030803,0423, 78.3390, -73.3762,  490,     27.2,   2.8745,  31.8453,  31.8453,2,    343.8,2,     1.12,2,     0.24,2,    -0.01,2,     0.36,2,     0.09,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.76,2,    57.30,2
  32H120030721,   CAA,   302, 40, 264911,     11,2,20030803,0423, 78.3390, -73.3762,  490,     37.8,   2.6250,  31.9383,  31.9383,2,   -999.0,9,     1.56,2,     0.45,2,    -0.01,2,     0.39,2,      0.1,2,    5.923,2,    3.172,2,    7.919,2,   -999.0,9,   -999.0,9,    -1.69,2,    56.10,2
  32H120030721,   CAA,   302, 40, 264910,     10,2,20030803,0423, 78.3390, -73.3762,  490,     49.1,   2.0980,  32.4675,  32.4675,2,   -999.0,9,     2.72,2,     1.59,2,     0.02,2,     0.52,2,     0.49,2, -999.000,9, -999.000,9, -999.000,9,   2006.9,2,   2185.6,2,    -1.54,2,    57.70,2
  32H120030721,   CAA,   302, 40, 264909,      9,2,20030803,0423, 78.3390, -73.3762,  490,     67.5,   0.8355,  33.1186,  33.1186,2,   -999.0,9,     2.72,2,     1.91,2,     0.03,2,     0.57,2,     0.72,2,    6.087,2,    3.199,2,    7.585,2,   -999.0,9,   -999.0,9,    -1.22,2,    56.60,2
  32H120030721,   CAA,   302, 40, 264908,      8,2,20030803,0423, 78.3390, -73.3762,  490,     82.8,  -0.2255,  33.2855,  33.2855,2,   -999.0,9,     3.15,2,     2.72,2,     0.04,2,     0.64,2,     0.89,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.11,2,    54.40,2
  32H120030721,   CAA,   302, 40, 264907,      7,2,20030803,0423, 78.3390, -73.3762,  490,    107.1,  -0.9155,  33.5941,  33.5941,2,   -999.0,9,     8.57,2,     7.41,2,     0.08,2,     0.92,2,     0.96,2,    6.034,2,    3.183,2,    6.918,2,   -999.0,9,   -999.0,9,    -0.95,2,    53.80,2
  32H120030721,   CAA,   302, 40, 264906,      6,2,20030803,0423, 78.3390, -73.3762,  490,    156.9,  -0.6685,  33.7128,  33.7128,2,    291.3,2,    11.05,2,     9.02,2,     0.40,2,     1.01,2,     0.86,2, -999.000,9, -999.000,9, -999.000,9,   2141.3,2,   2249.2,2,    -0.81,2,    54.60,2
  32H120030721,   CAA,   302, 40, 264905,      5,2,20030803,0423, 78.3390, -73.3762,  490,    208.6,  -0.4720,  33.9088,  33.9088,2,   -999.0,9,    13.10,2,    11.00,2,     0.29,2,     1.07,2,     0.49,2,    4.685,2,    2.580,2,    5.426,2,   -999.0,9,   -999.0,9,    -0.71,2,    55.30,2
  32H120030721,   CAA,   302, 40, 264904,      4,2,20030803,0423, 78.3390, -73.3762,  490,    258.4,  -0.3245,  34.0749,  34.0749,2,    276.6,2,    13.96,2,    12.03,2,     0.25,2,     1.09,2,     0.18,2, -999.000,9, -999.000,9, -999.000,9,   2157.2,2,   2273.8,2,    -0.50,2,    51.40,2
  32H120030721,   CAA,   302, 40, 264903,      3,2,20030803,0423, 78.3390, -73.3762,  490,    310.6,  -0.3110,  34.1848,  34.1848,2,   -999.0,9,    13.38,2,    12.07,2,     0.22,2,     1.05,2,     0.03,2,    3.806,2,    2.038,2,    4.682,2,   -999.0,9,   -999.0,9,    -0.46,2,    52.50,2
  32H120030721,   CAA,   302, 40, 264902,      2,2,20030803,0423, 78.3390, -73.3762,  490,    409.8,  -0.3515,  34.2310,  34.2310,2,    283.2,2,    13.22,2,    12.13,2,     0.21,2,     1.04,2,     0.04,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.40,2,    48.80,2
  32H120030721,   CAA,   302, 40, 264901,      1,2,20030803,0423, 78.3390, -73.3762,  490,    458.2,  -0.3580,  34.2322,  34.2322,2,   -999.0,9,    13.22,2,    12.09,2,     0.20,2,     1.03,2,     0.01,2,    3.738,2,    1.977,2,    4.201,2,   2157.0,2,   2272.1,2,    -0.33,2,    48.80,2
  32H120030721,   CAA,   303, 41, 264925,     12,2,20030803,0610, 78.3317, -73.8895,  574,     16.7,   2.9170,  32.1875,  32.1875,2,   -999.0,9,     1.80,2,     0.84,2,     0.03,2,     0.39,2,     0.21,2, -999.000,9, -999.000,9, -999.000,9,   1984.7,2,   2160.2,2,    -1.62,2,    61.30,2
  32H120030721,   CAA,   303, 41, 264924,     11,2,20030803,0610, 78.3317, -73.8895,  574,     27.0,  -0.9255,  32.8108,  32.8108,2,    354.4,2,     2.96,2,     1.62,2,     0.03,2,     0.53,2,     0.23,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.33,2,    57.00,2
  32H120030721,   CAA,   303, 41, 264923,     10,2,20030803,0610, 78.3317, -73.8895,  574,     35.4,  -1.3290,  32.8293,  32.8293,2,   -999.0,9,     9.33,2,     5.30,2,     0.04,2,     0.92,2,     0.39,2,    6.566,2,    3.319,2,    6.408,2,   -999.0,9,   -999.0,9,    -1.51,2,    60.00,2
  32H120030721,   CAA,   303, 41, 264922,      9,2,20030803,0610, 78.3317, -73.8895,  574,     49.2,  -1.3500,  32.9189,  32.9189,2,   -999.0,9,    13.66,2,     7.75,2,     0.05,2,     1.10,2,     0.32,2, -999.000,9, -999.000,9, -999.000,9,   2126.4,2,   2221.9,2,    -1.44,2,    57.60,2
  32H120030721,   CAA,   303, 41, 264921,      8,2,20030803,0610, 78.3317, -73.8895,  574,     81.9,  -1.1815,  33.2711,  33.2711,2,   -999.0,9,    10.48,2,     6.67,2,     0.07,2,     0.99,2,     0.83,2,    6.498,2,    3.290,2,    7.019,2,   -999.0,9,   -999.0,9,    -1.31,2,    56.20,2
  32H120030721,   CAA,   303, 41, 264920,      7,2,20030803,0610, 78.3317, -73.8895,  574,    118.4,  -1.0985,  33.5434,  33.5434,2,    321.2,2,     8.18,2,     7.21,2,     0.10,2,     0.92,2,     0.88,2, -999.000,9, -999.000,9, -999.000,9,   2123.4,2,   2237.5,2,    -1.08,2,    54.40,2
  32H120030721,   CAA,   303, 41, 264919,      6,2,20030803,0610, 78.3317, -73.8895,  574,    196.8,  -0.3325,  33.8260,  33.8260,2,    274.7,2,    12.51,2,    11.80,2,     0.08,2,     1.09,2,     0.26,2,    5.427,2,    2.832,2,    6.181,2,   -999.0,9,   -999.0,9,    -0.76,2,    53.80,2
  32H120030721,   CAA,   303, 41, 264918,      5,2,20030803,0610, 78.3317, -73.8895,  574,    249.4,  -0.0045,  33.9633,  33.9633,2,   -999.0,9,    14.53,2,    12.74,2,     0.09,2,     1.12,2,     0.27,2, -999.000,9, -999.000,9, -999.000,9,   2168.1,2,   2235.6,2,    -0.66,2,    52.70,2
  32H120030721,   CAA,   303, 41, 264917,      4,2,20030803,0610, 78.3317, -73.8895,  574,    309.7,  -0.2875,  34.1081,  34.1081,2,   -999.0,9,    14.25,2,    12.49,2,     0.07,2,     1.08,2,     0.12,2,    4.337,2,    2.267,2,    4.613,2,   2166.3,2,   2279.4,2,    -0.45,2,    50.70,2
  32H120030721,   CAA,   303, 41, 264916,      3,2,20030803,0610, 78.3317, -73.8895,  574,    410.6,  -0.3910,  34.2404,  34.2404,2,   -999.0,9,    13.09,2,    12.23,2,     0.05,2,     1.02,2,     0.04,2, -999.000,9, -999.000,9, -999.000,9,   2163.6,2,   -999.0,2,    -0.37,2,    47.40,2
  32H120030721,   CAA,   303, 41, 264915,      2,2,20030803,0610, 78.3317, -73.8895,  574,    511.9,  -0.3640,  34.3103,  34.3103,2,    283.5,2,    12.81,2,    12.13,2,     0.04,2,     1.01,2,     0.03,2,    3.582,2,    1.878,2,    4.978,2,   2162.1,2,   2279.9,2,    -0.30,2,    48.60,2
  32H120030721,   CAA,   303, 41, 264914,      1,2,20030803,0610, 78.3317, -73.8895,  574,    551.2,  -0.3395,  34.3215,  34.3215,2,   -999.0,9,    12.67,2,    12.24,2,     0.05,2,     1.00,2,     0.03,2,    3.590,2,    1.890,2,    5.165,2,   2160.6,2,   2286.7,2,    -0.26,2,    48.40,2
  32H120030721,   CAA,   303, 42, 264940,     15,2,20030803,0758, 78.3317, -73.8895,  574,      9.4,   3.3007,  31.9103,  31.9103,2,   -999.0,9,  -999.00,9,     0.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   303, 42, 264939,     14,2,20030803,0758, 78.3317, -73.8895,  574,      9.3,   3.2958,  31.8676,  31.8676,2,   -999.0,9,  -999.00,9,     0.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   303, 42, 264938,     13,2,20030803,0758, 78.3317, -73.8895,  574,      9.3,   3.2817,  32.2489,  32.2489,2,   -999.0,9,  -999.00,9,     0.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   303, 42, 264937,     12,2,20030803,0758, 78.3317, -73.8895,  574,    100.8,  -1.1093,  33.4706,  33.4706,2,   -999.0,9,  -999.00,9,     0.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   303, 42, 264936,     11,2,20030803,0758, 78.3317, -73.8895,  574,    100.7,  -1.1124,  33.4702,  33.4702,2,   -999.0,9,  -999.00,9,     0.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   303, 42, 264935,     10,2,20030803,0758, 78.3317, -73.8895,  574,    100.7,  -1.1120,  33.4690,  33.4690,2,   -999.0,9,  -999.00,9,     0.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   303, 42, 264932,      7,2,20030803,0758, 78.3317, -73.8895,  574,    202.2,  -0.3394,  33.8643,  33.8643,2,   -999.0,9,  -999.00,9,     0.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   303, 42, 264933,      8,2,20030803,0758, 78.3317, -73.8895,  574,    202.3,  -0.3179,  33.8596,  33.8596,2,   -999.0,9,  -999.00,9,     0.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   303, 42, 264934,      9,2,20030803,0758, 78.3317, -73.8895,  574,    202.4,  -0.3931,  33.8729,  33.8729,2,   -999.0,9,  -999.00,9,     0.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
