EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,DELO18,DELO18_FLAG_W,BARIUM,BARIUM_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,O/OO,,UM/KG,
  32H120030721,   CAA,   110, 12, 264690,      6,2,20030727,1525, 72.3837, -73.8358,  155,     21.4,   0.8915,  32.1555,  32.0146,2,   -999.0,9,     1.61,2,     0.04,2,     0.00,2,     0.71,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2035.7,2,   2200.3,2,    -2.08,2,    60.60,2
  32H120030721,   CAA,   110, 12, 264689,      5,2,20030727,1525, 72.3837, -73.8358,  155,     41.6,  -1.3035,  32.4375,  32.4644,2,    353.8,2,    10.52,2,     4.65,2,     0.08,2,     1.10,2,     0.59,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -2.01,2,    61.60,2
  32H120030721,   CAA,   110, 12, 264688,      4,2,20030727,1525, 72.3837, -73.8358,  155,     56.8,  -1.3775,  32.6540,  32.6337,2,   -999.0,9,    13.65,2,     6.67,2,     0.10,2,     1.18,2,     0.61,2, -999.000,9, -999.000,9, -999.000,9,   2136.8,2,   2222.7,2,    -1.83,2,    63.30,2
  32H120030721,   CAA,   110, 12, 264687,      3,2,20030727,1525, 72.3837, -73.8358,  155,     81.9,  -1.4560,  32.8565,  32.8340,2,    317.1,2,    17.22,2,     8.70,2,     0.10,2,     1.26,2,     0.69,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.63,2,    63.10,2
  32H120030721,   CAA,   110, 12, 264686,      2,2,20030727,1525, 72.3837, -73.8358,  155,    107.5,  -1.4350,  32.9810,  32.9316,2,   -999.0,9,    17.82,2,     9.20,2,     0.10,2,     1.27,2,     0.61,2, -999.000,9, -999.000,9, -999.000,9,   2156.4,2,   2241.8,2,    -1.61,2,    63.10,2
  32H120030721,   CAA,   110, 12, 264685,      1,2,20030727,1525, 72.3837, -73.8358,  155,    145.3,  -1.4550,  33.0950,  33.0824,2,    308.1,2,    17.83,2,     9.72,2,     0.14,2,     1.26,2,     0.45,2, -999.000,9, -999.000,9, -999.000,9,   2161.3,2,   2244.9,2,    -1.48,2,    61.20,2
  32H120030721,   CAA,   111, 13, 264695,      5,2,20030727,1727, 72.3360, -74.4413,  107,     18.9,  -0.5045,  32.0690,  32.3880,2,    343.8,2,    10.76,2,     5.01,2,     0.07,2,     1.13,2,     0.59,2, -999.000,9, -999.000,9, -999.000,9,   2116.6,2,   2225.1,2,    -1.93,2,    61.90,2
  32H120030721,   CAA,   111, 13, 264694,      4,2,20030727,1727, 72.3360, -74.4413,  107,     41.4,  -1.3095,  32.5110,  32.5837,2,    332.4,2,    13.89,2,     6.75,2,     0.08,2,     1.21,2,      0.7,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.87,2,    62.20,2
  32H120030721,   CAA,   111, 13, 264693,      3,2,20030727,1727, 72.3360, -74.4413,  107,     62.2,  -1.3400,  32.6660,  32.6559,2,    329.1,2,    14.34,2,     7.02,2,     0.09,2,     1.21,2,     0.62,2, -999.000,9, -999.000,9, -999.000,9,   2138.1,2,   2223.1,2,    -1.81,2,    65.10,2
  32H120030721,   CAA,   111, 13, 264692,      2,2,20030727,1727, 72.3360, -74.4413,  107,     82.2,  -1.4555,  32.7970,  32.7937,2,    317.2,2,    16.87,2,     8.36,2,     0.10,2,     1.27,2,     0.57,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.72,2,    62.10,2
  32H120030721,   CAA,   111, 13, 264691,      1,2,20030727,1727, 72.3360, -74.4413,  107,     85.4,  -1.4590,  32.8010,  32.7889,2,    317.4,2,    16.88,2,     8.42,2,     0.10,2,     1.27,2,     0.57,2, -999.000,9, -999.000,9, -999.000,9,   2151.0,2,   2219.5,2,    -1.73,2,    63.20,2
  32H120030721,   CAA,   202, 14, 264719,     24,2,20030730,0912, 73.0538, -66.9962, 2378,     16.5,  -1.4370,  32.8115,  32.6080,2,   -999.0,9,     5.67,2,     0.09,2,     0.00,2,     0.76,2,     0.05,2, -999.000,9, -999.000,9, -999.000,9,   2052.0,2,   2230.1,2,    -1.88,2,    63.60,2
  32H120030721,   CAA,   202, 14, 264718,     23,2,20030730,0912, 73.0538, -66.9962, 2378,     21.4,  -1.5850,  32.8835,  32.7053,2,   -999.0,9,     8.14,2,     0.08,2,     0.01,2,     0.81,2,     0.04,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,2,   -999.0,2,    -1.91,2,    61.80,2
  32H120030721,   CAA,   202, 14, 264717,     22,2,20030730,0912, 73.0538, -66.9962, 2378,     31.9,  -1.6285,  32.9940,  32.9035,2,    369.7,2,    14.07,2,     4.94,2,     0.26,2,     1.06,2,     0.12,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.69,4,    61.80,2
  32H120030721,   CAA,   202, 14, 264716,     21,2,20030730,0912, 73.0538, -66.9962, 2378,     42.4,  -1.6055,  33.0490,  33.0040,2,   -999.0,9,    14.95,2,     8.34,2,     0.19,2,     1.19,2,     0.32,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.68,2,    61.70,2
  32H120030721,   CAA,   202, 14, 264715,     20,2,20030730,0912, 73.0538, -66.9962, 2378,     61.1,  -1.5900,  33.1370,  33.2101,2,    320.3,2,    15.98,2,     9.52,2,     0.11,2,     1.20,2,      0.1,2, -999.000,9, -999.000,9, -999.000,9,   2153.5,2,   2245.2,2,    -1.55,2,    62.70,2
  32H120030721,   CAA,   202, 14, 264714,     19,2,20030730,0912, 73.0538, -66.9962, 2378,     76.4,  -1.6305,  33.2805,  33.2734,2,   -999.0,9,    13.84,2,     8.64,2,     0.15,2,     1.13,2,     0.39,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.50,2,    59.50,2
  32H120030721,   CAA,   202, 14, 264713,     18,2,20030730,0912, 73.0538, -66.9962, 2378,    107.9,  -1.7170,  33.4635,  33.4901,2,   -999.0,9,    12.27,2,     9.38,2,     0.01,2,     1.05,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9,   2148.2,2,   2256.9,2,    -1.32,2,    56.00,2
  32H120030721,   CAA,   202, 14, 264712,     17,2,20030730,0912, 73.0538, -66.9962, 2378,    157.4,  -1.3425,  33.6640,  33.6940,2,   -999.0,9,    13.58,2,    11.43,2,     0.00,2,     1.12,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.00,2,    56.30,2
  32H120030721,   CAA,   202, 14, 264711,     16,2,20030730,0912, 73.0538, -66.9962, 2378,    207.6,  -0.6015,  33.8465,  33.8784,2,   -999.0,9,    16.63,2,    13.92,2,     0.00,2,     1.23,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.80,2,    55.30,2
  32H120030721,   CAA,   202, 14, 264710,     15,2,20030730,0912, 73.0538, -66.9962, 2378,    258.1,   0.5050,  34.0875,  34.0967,2,   -999.0,9,    19.80,2,    15.63,2,     0.00,2,     1.28,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.52,2,    54.80,2
  32H120030721,   CAA,   202, 14, 264709,     14,2,20030730,0912, 73.0538, -66.9962, 2378,    308.5,   0.8845,  34.2245,  34.2367,2,   -999.0,9,    21.40,2,    16.22,2,     0.00,2,     1.29,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9,   2187.6,2,   2263.1,2,    -0.35,2,    53.30,2
  32H120030721,   CAA,   202, 14, 264708,     13,2,20030730,0912, 73.0538, -66.9962, 2378,    410.6,   1.4520,  34.4055,  34.4056,2,   -999.0,9,    22.43,2,    16.82,2,     0.00,2,     1.29,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.27,2,    52.90,2
  32H120030721,   CAA,   202, 14, 264707,     12,2,20030730,0912, 73.0538, -66.9962, 2378,    511.3,   1.5990,  34.4810,  34.4807,2,    225.3,2,    23.75,2,    17.31,2,     0.00,2,     1.30,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9,   2187.9,2,   2274.0,2,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   202, 14, 264706,     11,2,20030730,0912, 73.0538, -66.9962, 2378,    612.9,   1.4435,  34.4975,  34.5006,2,   -999.0,9,    26.64,2,    17.75,2,     0.00,2,     1.33,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.16,2,    55.60,2
  32H120030721,   CAA,   202, 14, 264705,     10,2,20030730,0912, 73.0538, -66.9962, 2378,    713.6,   1.3365,  34.5095,  34.5094,2,    213.8,2,    29.96,2,    18.07,2,     0.00,2,     1.36,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   2197.0,2,   2276.4,2,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   202, 14, 264704,      9,2,20030730,0912, 73.0538, -66.9962, 2378,    815.4,   1.1510,  34.5095,  34.5110,2,   -999.0,9,    33.43,2,    18.28,2,     0.00,2,     1.39,2,     0.04,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.16,2,    60.60,2
  32H120030721,   CAA,   202, 14, 264703,      8,2,20030730,0912, 73.0538, -66.9962, 2378,    916.8,   0.9815,  34.5050,  34.5071,2,   -999.0,9,    37.48,2,    18.55,2,     0.00,2,     1.42,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   202, 14, 264702,      7,2,20030730,0912, 73.0538, -66.9962, 2378,   1018.9,   0.8130,  34.4995,  34.5004,2,   -999.0,9,    42.10,2,    19.15,2,     0.00,2,     1.46,2,     0.05,2, -999.000,9, -999.000,9, -999.000,9,   2212.6,2,   2277.7,2,    -0.23,2,    62.90,2
  32H120030721,   CAA,   202, 14, 264701,      6,2,20030730,0912, 73.0538, -66.9962, 2378,   1272.8,   0.3180,  34.4895,  34.4896,2,   -999.0,9,    59.39,2,    20.52,2,     0.00,2,     1.62,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   202, 14, 264700,      5,2,20030730,0912, 73.0538, -66.9962, 2378,   1525.7,  -0.1160,  34.4865,  34.4868,2,   -999.0,9,    76.51,2,    22.11,2,     0.00,2,     1.76,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   2253.4,2,   2298.5,2,    -0.39,2,    82.90,2
  32H120030721,   CAA,   202, 14, 264699,      4,2,20030730,0912, 73.0538, -66.9962, 2378,   1780.5,  -0.3030,  34.4915,  34.4917,2,   -999.0,9,    87.03,2,    22.93,2,     0.00,2,     1.83,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9,   2262.6,2,   2295.4,2,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   202, 14, 264698,      3,2,20030730,0912, 73.0538, -66.9962, 2378,   2033.5,  -0.3450,  34.4975,  34.4976,2,   -999.0,9,   102.29,2,    23.75,2,     0.00,2,     1.90,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2271.5,2,   2289.8,2,    -0.44,2,    99.90,2
  32H120030721,   CAA,   202, 14, 264697,      2,2,20030730,0912, 73.0538, -66.9962, 2378,   2290.3,  -0.3265,  34.4975,  34.4980,2,   -999.0,9,   102.30,2,    23.58,2,     0.00,2,     1.90,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   202, 14, 264696,      1,2,20030730,0912, 73.0538, -66.9962, 2378,   2388.5,  -0.3190,  34.4980,  34.4974,2,    121.1,2,   102.46,2,    23.69,2,    -0.02,2,     1.90,2,        0,2, -999.000,9, -999.000,9, -999.000,9,   2277.7,2,   2276.5,3,    -0.43,2,   100.80,2
  32H120030721,   CAA,   203, 15, 264739,     20,2,20030730,1319, 73.3823, -66.9960, 2355,     17.8,   0.0450,  32.8120,  32.8467,2,   -999.0,9,     3.90,2,     0.21,2,     0.00,2,     0.69,2,     0.02,2,    5.554,2,    3.176,2,    6.875,2,   2060.5,2,   -999.0,9,    -1.67,2,    61.50,2
  32H120030721,   CAA,   203, 15, 264738,     19,2,20030730,1319, 73.3823, -66.9960, 2355,     26.5,  -1.2750,  33.0055,  33.0154,2,    423.4,2,     7.22,2,     0.73,2,     0.03,2,     0.74,2,     0.12,2,    5.650,2,    3.073,2,    6.728,2,   -999.0,9,   -999.0,9,    -1.72,2,    57.90,2
  32H120030721,   CAA,   203, 15, 264737,     18,2,20030730,1319, 73.3823, -66.9960, 2355,     38.5,  -1.4540,  33.2200,  33.2202,2,   -999.0,9,    10.26,2,     5.26,2,     0.18,2,     0.99,2,      0.6,2,    5.497,2,    3.004,2,    6.919,2,   -999.0,9,   -999.0,9,    -1.41,2,    57.90,2
  32H120030721,   CAA,   203, 15, 264736,     17,2,20030730,1319, 73.3823, -66.9960, 2355,     68.1,  -1.6410,  33.4815,  33.5114,2,   -999.0,9,    13.01,2,    12.28,2,     0.01,2,     1.07,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   2152.5,2,   -999.0,9,    -1.30,2,    56.20,2
  32H120030721,   CAA,   203, 15, 264735,     16,2,20030730,1319, 73.3823, -66.9960, 2355,    106.6,  -1.5930,  33.6360,  33.7602,2,   -999.0,9,    14.90,2,    12.10,2,     0.02,2,     1.15,2,     0.02,2,    4.903,2,    2.816,2,    6.122,2,   2164.7,2,   -999.0,9,    -0.92,2,    55.40,2
  32H120030721,   CAA,   203, 15, 264734,     15,2,20030730,1319, 73.3823, -66.9960, 2355,    157.5,  -0.7610,  33.8105,  33.9473,2,   -999.0,9,    17.64,2,    14.33,2,     0.00,2,     1.24,2,     0.01,2,    4.237,2,    2.412,2,    4.826,2,   -999.0,9,   -999.0,9,    -0.63,2,    54.80,2
  32H120030721,   CAA,   203, 15, 264733,     14,2,20030730,1319, 73.3823, -66.9960, 2355,    208.6,   0.2940,  34.0245,  34.1134,2,   -999.0,9,    19.82,2,    15.66,2,     0.00,2,     1.27,2,     0.01,2,    3.633,2,    2.063,2,    3.614,2,   -999.0,9,   -999.0,9,    -0.44,2,    54.30,2
  32H120030721,   CAA,   203, 15, 264732,     13,2,20030730,1319, 73.3823, -66.9960, 2355,    309.0,   1.0125,  34.2995,  34.3247,2,   -999.0,9,    21.99,2,    16.43,2,     0.00,2,     1.28,2,     0.01,2,    3.064,2,    1.511,2,    4.583,2,   2191.0,2,   2284.9,2,    -0.31,2,    52.90,2
  32H120030721,   CAA,   203, 15, 264731,     12,2,20030730,1319, 73.3823, -66.9960, 2355,    410.7,   1.4770,  34.4355,  34.4392,2,   -999.0,9,    22.87,2,    17.04,2,     0.00,2,     1.29,2,     0.02,2,    2.659,2,    1.544,2,    4.862,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   203, 15, 264730,     11,2,20030730,1319, 73.3823, -66.9960, 2355,    511.5,   1.5770,  34.4965,  34.4972,2,    223.3,2,    25.04,2,    17.60,2,     0.00,2,     1.32,2,        0,2,    2.809,2,    1.292,2,    4.629,2,   2194.9,2,   2291.6,2,    -0.18,2,    53.00,2
  32H120030721,   CAA,   203, 15, 264729,     10,2,20030730,1319, 73.3823, -66.9960, 2355,    613.0,   1.4200,  34.5065,  34.5075,2,   -999.0,9,    27.64,2,    17.69,2,     0.00,2,     1.34,2,     0.02,2,    2.197,2,    1.186,2,    3.598,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   203, 15, 264728,      9,2,20030730,1319, 73.3823, -66.9960, 2355,    866.4,   1.0105,  34.5065,  34.5061,2,    201.2,2,    38.15,2,    18.44,2,     0.00,2,     1.42,2,        0,2,    0.967,2,    0.475,2,    2.267,2,   2207.8,2,   2302.9,2,    -0.19,2,    59.20,2
  32H120030721,   CAA,   203, 15, 264727,      8,2,20030730,1319, 73.3823, -66.9960, 2355,   1018.1,   0.7630,  34.4985,  34.4985,2,   -999.0,9,    44.79,2,    19.04,2,     0.00,2,     1.48,2,     0.01,2,    0.517,2,    0.224,2,    0.782,2,   2216.9,2,   2295.2,2,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   203, 15, 264726,      7,2,20030730,1319, 73.3823, -66.9960, 2355,   1272.6,   0.2900,  34.4890,  34.4887,2,   -999.0,9,    60.06,2,    20.70,2,     0.00,2,     1.62,2,        0,2,    0.089,2,    0.000,2,    0.058,2,   -999.0,9,   -999.0,9,    -0.21,2,    72.40,2
  32H120030721,   CAA,   203, 15, 264725,      6,2,20030730,1319, 73.3823, -66.9960, 2355,   1526.9,  -0.1200,  34.4870,  34.4870,2,   -999.0,9,    77.64,2,    22.26,2,     0.00,2,     1.76,2,        0,2,    0.000,2,    0.000,2,    0.000,2,   2257.6,2,   2281.2,2,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   203, 15, 264724,      5,2,20030730,1319, 73.3823, -66.9960, 2355,   1780.9,  -0.3000,  34.4915,  34.4921,2,   -999.0,9,    88.16,2,    22.92,2,     0.00,2,     1.83,2,     0.02,2,    0.000,2,    0.000,2,    0.000,2,   2266.0,2,   2287.9,2,    -0.45,2,    92.20,2
  32H120030721,   CAA,   203, 15, 264723,      4,2,20030730,1319, 73.3823, -66.9960, 2355,   2036.5,  -0.3450,  34.4975,  34.4983,2,   -999.0,9,   102.26,2,    23.59,2,     0.00,2,     1.89,2,        0,2,    0.000,2,    0.000,2,    0.000,2,   2275.0,2,   2298.1,2,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   203, 15, 264722,      3,2,20030730,1319, 73.3823, -66.9960, 2355,   2188.9,  -0.3340,  34.4980,  34.4979,2,    121.6,2,   102.42,2,    23.60,2,     0.00,2,     1.89,2,     0.01,2,    0.000,2,    0.000,2,    0.000,2,   -999.0,9,   -999.0,9,    -0.38,2,   101.30,2
  32H120030721,   CAA,   203, 15, 264721,      2,2,20030730,1319, 73.3823, -66.9960, 2355,   2342.1,  -0.3230,  34.4985,  34.4980,2,    120.9,2,   102.43,2,    23.49,2,     0.00,2,     1.89,2,     0.01,2,    0.000,2,    0.000,2,    0.000,2,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   203, 15, 264720,      1,2,20030730,1319, 73.3823, -66.9960, 2355,   2373.9,  -0.3200,  34.4980,  34.4972,2,   -999.0,9,   102.57,2,    23.73,2,     0.00,2,     1.89,2,        0,2, -999.000,9, -999.000,9, -999.000,9,   2275.3,2,   2289.1,2,    -0.47,2,   103.00,2
  32H120030721,   CAA,   204, 16, 264760,     21,2,20030730,1722, 73.6822, -67.0015, 2340,     10.1,   4.4365,  31.7835,  31.7804,2,   -999.0,9,  -999.00,9,     0.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9, -999.000,9, -999.000,9,   2009.9,2,   2188.9,2,    -2.05,2,    60.70,2
  32H120030721,   CAA,   204, 16, 264759,     20,2,20030730,1722, 73.6822, -67.0015, 2340,     10.0,   4.3895,  31.7995,  31.7806,2,   -999.0,9,     3.33,2,     0.15,2,     0.02,2,     0.67,2,     0.04,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.98,2,    62.10,2
  32H120030721,   CAA,   204, 16, 264758,     19,2,20030730,1722, 73.6822, -67.0015, 2340,     19.3,  -0.3285,  32.4920,  32.4938,2,    419.7,2,     8.07,2,     0.04,2,     0.02,2,     0.81,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   204, 16, 264757,     18,2,20030730,1722, 73.6822, -67.0015, 2340,     29.9,  -1.6055,  32.9600,  32.9649,2,   -999.0,9,    15.54,2,     7.74,2,     0.37,2,     1.22,2,     0.39,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.66,2,    61.60,2
  32H120030721,   CAA,   204, 16, 264756,     17,2,20030730,1722, 73.6822, -67.0015, 2340,     64.4,  -1.6600,  33.2990,  33.2918,2,   -999.0,9,    12.68,2,     8.25,2,     0.20,2,     1.08,2,     0.05,2, -999.000,9, -999.000,9, -999.000,9,   2147.8,2,   2261.5,2,    -1.54,2,    59.10,2
  32H120030721,   CAA,   204, 16, 264755,     16,2,20030730,1722, 73.6822, -67.0015, 2340,    101.4,  -1.7205,  33.4975,  33.5027,2,   -999.0,9,    10.97,2,     8.70,2,     0.03,2,     1.01,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9,   2145.1,2,   2257.8,2,    -1.25,2,    56.20,2
  32H120030721,   CAA,   204, 16, 264754,     15,2,20030730,1722, 73.6822, -67.0015, 2340,    152.0,  -1.5805,  33.6895,  33.6924,2,   -999.0,9,    13.12,2,    10.51,2,     0.02,2,     1.09,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.04,2,    55.70,2
  32H120030721,   CAA,   204, 16, 264753,     14,2,20030730,1722, 73.6822, -67.0015, 2340,    205.1,  -0.5545,  33.8735,  33.8715,2,   -999.0,9,    16.14,2,    13.26,2,     0.01,2,     1.20,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.80,2,    55.90,2
  32H120030721,   CAA,   204, 16, 264752,     13,2,20030730,1722, 73.6822, -67.0015, 2340,    307.5,   1.1150,  34.2570,  34.2571,2,   -999.0,9,    21.45,2,    16.45,2,     0.01,2,     1.31,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   2186.2,2,   2278.4,2,    -0.29,2,    54.00,2
  32H120030721,   CAA,   204, 16, 264751,     12,2,20030730,1722, 73.6822, -67.0015, 2340,    404.1,   1.5765,  34.4195,  34.4233,2,   -999.0,9,    22.03,2,    16.73,2,     0.01,2,     1.29,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   204, 16, 264750,     11,2,20030730,1722, 73.6822, -67.0015, 2340,    506.7,   1.6670,  34.4875,  34.4913,2,    226.6,2,    23.47,2,    17.17,2,     0.01,2,     1.30,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2185.6,2,   2282.4,2,    -0.16,2,    53.30,2
  32H120030721,   CAA,   204, 16, 264749,     10,2,20030730,1722, 73.6822, -67.0015, 2340,    608.3,   1.5175,  34.5025,  34.5072,2,   -999.0,9,    26.34,2,    17.66,2,     0.01,2,     1.33,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   204, 16, 264748,      9,2,20030730,1722, 73.6822, -67.0015, 2340,    861.4,   1.0530,  34.5050,  34.5084,2,    203.7,2,    36.24,2,    18.11,2,     0.01,2,     1.40,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   2202.6,2,   2282.1,2,    -0.13,2,    58.90,2
  32H120030721,   CAA,   204, 16, 264747,      8,2,20030730,1722, 73.6822, -67.0015, 2340,   1013.1,   0.7990,  34.4965,  34.5000,2,   -999.0,9,    42.84,2,    18.66,2,     0.00,2,     1.46,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2210.4,2,   2282.3,2,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   204, 16, 264746,      7,2,20030730,1722, 73.6822, -67.0015, 2340,   1269.4,   0.3150,  34.4870,  34.4902,2,   -999.0,9,    59.03,2,    20.37,2,     0.00,2,     1.61,2,        0,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.30,2,    71.40,2
  32H120030721,   CAA,   204, 16, 264745,      6,2,20030730,1722, 73.6822, -67.0015, 2340,   1521.3,  -0.0970,  34.4850,  34.4872,2,   -999.0,9,    77.80,2,    22.12,2,     0.00,2,     1.78,2,     0.07,2, -999.000,9, -999.000,9, -999.000,9,   2252.0,2,   2293.4,2,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   204, 16, 264744,      5,2,20030730,1722, 73.6822, -67.0015, 2340,   1773.2,  -0.2970,  34.4885,  34.4906,2,   -999.0,9,    86.41,2,    22.51,2,     0.00,2,     1.83,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   2261.9,2,   2300.3,2,    -0.39,2,    90.20,2
  32H120030721,   CAA,   204, 16, 264743,      4,2,20030730,1722, 73.6822, -67.0015, 2340,   2031.7,  -0.3440,  34.4945,  34.4974,2,   -999.0,9,   101.02,2,    23.39,2,     0.01,2,     1.90,2,     0.05,2, -999.000,9, -999.000,9, -999.000,9,   2272.1,2,   2301.0,2,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   204, 16, 264742,      3,2,20030730,1722, 73.6822, -67.0015, 2340,   2185.2,  -0.3340,  34.4950,  34.4980,2,    120.7,2,   102.17,2,    23.50,2,     0.02,2,     1.90,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -0.39,2,   101.80,2
  32H120030721,   CAA,   204, 16, 264740,      1,2,20030730,1722, 73.6822, -67.0015, 2340,   2352.6,  -0.3220,  34.4950,  34.4978,2,   -999.0,9,   102.18,2,    23.34,2,     0.02,2,     1.90,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   2274.4,2,   2295.4,2,    -0.39,2,   104.40,2
  32H120030721,   CAA,   204, 16, 264741,      2,2,20030730,1722, 73.6822, -67.0015, 2340,   2283.5,  -0.3270,  34.4950,  34.4973,2,   -999.0,9,   102.18,2,    23.33,2,     0.02,2,     1.90,2,     0.01,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
  32H120030721,   CAA,   205, 17, 264780,     17,2,20030730,2308, 73.9690, -67.0610, 2244,     18.0,  -0.1765,  32.6415,  32.0125,2,   -999.0,9,     1.76,2,     0.21,2,     0.00,2,     0.62,2,     0.02,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -2.02,2,    61.40,2
  32H120030721,   CAA,   205, 17, 264779,     16,2,20030730,2308, 73.9690, -67.0610, 2244,     27.0,  -1.0560,  32.9480,  32.9618,2,    430.0,2,     4.14,2,     0.69,2,     0.02,2,     0.73,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,    -1.71,2,    59.10,2
  32H120030721,   CAA,   205, 17, 264778,     15,2,20030730,2308, 73.9690, -67.0610, 2244,     47.0,  -1.5900,  33.3165,  33.3763,2,   -999.0,9,    11.85,2,     7.82,2,     0.26,2,     1.05,2,     0.32,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9
